0.000000,1.000000
0.075362,0.997867
0.150511,0.991477
0.225231,0.980847
0.299310,0.965997
0.372538,0.946964
0.444704,0.923798
0.515599,0.896546
0.585021,0.865277
0.652769,0.830067
0.718641,0.790996
0.782447,0.748158
0.843997,0.701658
0.903104,0.651604
0.959590,0.598115
1.013282,0.541324
1.064012,0.481364
1.111615,0.418377
1.155943,0.352520
1.196843,0.283950
1.234175,0.212831
1.267809,0.139339
1.297621,0.063654
1.323490,-0.014043
1.345313,-0.093558
1.362992,-0.174695
1.376431,-0.257256
1.385555,-0.341033
1.390294,-0.425817
1.390582,-0.511397
1.386370,-0.597557
1.377619,-0.684076
1.364293,-0.770736
1.346372,-0.857314
1.323850,-0.943585
1.296721,-1.029325
1.264995,-1.114310
1.228697,-1.198313
1.187854,-1.281111
1.142507,-1.362480
1.092712,-1.442198
1.038526,-1.520045
0.980022,-1.595803
0.917286,-1.669258
0.850409,-1.740199
0.779490,-1.808415
0.704646,-1.873707
0.625997,-1.935874
0.543671,-1.994721
0.457814,-2.050063
0.368573,-2.101716
0.276103,-2.149503
0.180574,-2.193256
0.082162,-2.232815
-0.018957,-2.268021
-0.122588,-2.298731
-0.228533,-2.324807
-0.336592,-2.346115
-0.446553,-2.362536
-0.558197,-2.373961
-0.671306,-2.380283
-0.785651,-2.381410
-0.900998,-2.377263
-1.017113,-2.367765
-1.133753,-2.352854
-1.250675,-2.332483
-1.367630,-2.306606
-1.484370,-2.275193
-1.600642,-2.238230
-1.716192,-2.195706
-1.830765,-2.147622
-1.944106,-2.093999
-2.055958,-2.034860
-2.166066,-1.970240
-2.274175,-1.900194
-2.380032,-1.824781
-2.483384,-1.744069
-2.583984,-1.658146
-2.681584,-1.567108
-2.775940,-1.471055
-2.866813,-1.370108
-2.953970,-1.264398
-3.037177,-1.154057
-3.116212,-1.039238
-3.190855,-0.920104
-3.260891,-0.796818
-3.326114,-0.669564
-3.386328,-0.538533
-3.441336,-0.403921
-3.490955,-0.265935
-3.535014,-0.124797
-3.573342,0.019271
-3.605780,0.166038
-3.632184,0.315258
-3.652414,0.466686
-3.666339,0.620067
-3.673846,0.775137
-3.674827,0.931628
-3.669182,1.089271
-3.656833,1.247783
-3.637707,1.406881
-3.611737,1.566281
-3.578881,1.725689
-3.539102,1.884810
-3.492371,2.043350
-3.438682,2.201008
-3.378037,2.357483
-3.310445,2.512474
-3.235936,2.665678
-3.154555,2.816794
-3.066348,2.965518
-2.971383,3.111551
-2.869744,3.254595
-2.761517,3.394350
-2.646808,3.530523
-2.525742,3.662826
-2.398442,3.790969
-2.265051,3.914670
-2.125732,4.033653
-1.980649,4.147646
-1.829978,4.256380
-1.673918,4.359600
-1.512671,4.457052
-1.346446,4.548488
-1.175477,4.633677
-1.000000,4.712389
-0.820256,4.784401
-0.636508,4.849509
-0.449024,4.907514
-0.258076,4.958220
-0.063951,5.001455
0.133053,5.037053
0.332640,5.064852
0.534498,5.084712
0.738308,5.096506
0.943750,5.100109
1.150493,5.095417
1.358201,5.082344
1.566536,5.060803
1.775152,5.030731
1.983700,4.992083
2.191828,4.944817
2.399182,4.888909
2.605405,4.824359
2.810137,4.751169
3.013020,4.669357
3.213692,4.578968
3.411795,4.480052
3.606968,4.372668
3.798854,4.256907
3.987098,4.132864
4.171345,4.000644
4.351248,3.860381
4.526461,3.712217
4.696640,3.556300
4.861452,3.392806
5.020566,3.221924
5.173656,3.043844
5.320407,2.858783
5.460512,2.666972
5.593665,2.468644
5.719575,2.264054
5.837963,2.053474
5.948550,1.837176
6.051074,1.615450
6.145287,1.388605
6.230945,1.156949
6.307817,0.920806
6.375694,0.680516
6.434367,0.436420
6.483643,0.188871
6.523353,-0.061764
6.553332,-0.315114
6.573426,-0.570803
6.583510,-0.828442
6.583465,-1.087635
6.573180,-1.347988
6.552578,-1.609092
6.521589,-1.870537
6.480148,-2.131912
6.428227,-2.392797
6.365806,-2.652772
6.292872,-2.911414
6.209442,-3.168299
6.115552,-3.423001
6.011240,-3.675095
5.896573,-3.924157
5.771639,-4.169762
5.636529,-4.411488
5.491359,-4.648916
5.336272,-4.881632
5.171410,-5.109221
4.996939,-5.331277
4.813052,-5.547399
4.619946,-5.757191
4.417832,-5.960261
4.206954,-6.156233
3.987559,-6.344731
3.759906,-6.525387
3.524285,-6.697852
3.280990,-6.861780
3.030324,-7.016831
2.772621,-7.162688
2.508219,-7.299042
2.237464,-7.425586
1.960727,-7.542041
1.678387,-7.648139
1.390828,-7.743613
1.098454,-7.828226
0.801681,-7.901756
0.500925,-7.963980
0.196620,-8.014708
-0.110788,-8.053767
-0.420856,-8.080986
-0.733124,-8.096221
-1.047126,-8.099354
-1.362392,-8.090269
-1.678448,-8.068873
-1.994809,-8.035104
-2.310990,-7.988904
-2.626504,-7.930234
-2.940855,-7.859089
-3.253551,-7.775472
-3.564097,-7.679398
-3.871996,-7.570923
-4.176754,-7.450110
-4.477874,-7.317033
-4.774867,-7.171805
-5.067241,-7.014551
-5.354508,-6.845403
-5.636190,-6.664532
-5.911808,-6.472125
-6.180890,-6.268370
-6.442972,-6.053496
-6.697600,-5.827747
-6.944319,-5.591372
-7.182693,-5.344650
-7.412294,-5.087883
-7.632697,-4.821377
-7.843494,-4.545459
-8.044294,-4.260487
-8.234707,-3.966817
-8.414361,-3.664826
-8.582906,-3.354918
-8.739995,-3.037500
-8.885297,-2.712991
-9.018510,-2.381839
-9.139335,-2.044494
-9.247486,-1.701415
-9.342715,-1.353088
-9.424778,-1.000000
-9.493440,-0.642645
-9.548508,-0.281539
-9.589797,0.082799
-9.617131,0.449846
-9.630373,0.819062
-9.629403,1.189904
-9.614104,1.561827
-9.584403,1.934273
-9.540244,2.306683
-9.481577,2.678495
-9.408387,3.049144
-9.320690,3.418061
-9.218502,3.784675
-9.101872,4.148419
-8.970884,4.508724
-8.825623,4.865020
-8.666203,5.216742
-8.492775,5.563330
-8.305495,5.904225
