0.841471,-0.000000,0.540302
0.841378,0.009741,0.540359
0.841101,0.019478,0.540528
0.840638,0.029206,0.540810
0.839990,0.038922,0.541204
0.839157,0.048622,0.541711
0.838139,0.058301,0.542332
0.836936,0.067954,0.543065
0.835549,0.077580,0.543911
0.833978,0.087171,0.544869
0.832221,0.096725,0.545942
0.830282,0.106238,0.547125
0.828158,0.115704,0.548422
0.825850,0.125119,0.549833
0.823360,0.134480,0.551356
0.820688,0.143782,0.552991
0.817832,0.153020,0.554739
0.814794,0.162189,0.556602
0.811576,0.171286,0.558574
0.808177,0.180305,0.560660
0.804597,0.189241,0.562860
0.800838,0.198092,0.565171
0.796901,0.206850,0.567593
0.792784,0.215511,0.570130
0.788491,0.224071,0.572777
0.784023,0.232525,0.575535
0.779378,0.240867,0.578406
0.774559,0.249091,0.581388
0.769568,0.257196,0.584478
0.764405,0.265172,0.587680
0.759071,0.273015,0.590994
0.753570,0.280722,0.594413
0.747901,0.288286,0.597942
0.742066,0.295699,0.601581
0.736068,0.302960,0.605325
0.729909,0.310062,0.609175
0.723589,0.316996,0.613133
0.717113,0.323761,0.617194
0.710482,0.330350,0.621357
0.703698,0.336755,0.625624
0.696764,0.342973,0.629992
0.689684,0.348999,0.634458
0.682459,0.354823,0.639023
0.675094,0.360442,0.643685
0.667591,0.365854,0.648439
0.659955,0.371047,0.653287
0.652188,0.376017,0.658227
0.644295,0.380763,0.663252
0.636280,0.385275,0.668364
0.628147,0.389547,0.673561
0.619900,0.393580,0.678837
0.611543,0.397363,0.684191
0.603082,0.400891,0.689622
0.594522,0.404165,0.695122
0.585867,0.407175,0.700691
0.577123,0.409917,0.706327
0.568294,0.412391,0.712022
0.559387,0.414589,0.717775
0.550408,0.416508,0.723583
0.541360,0.418148,0.729439
0.532251,0.419503,0.735341
0.523087,0.420569,0.741284
0.513872,0.421347,0.747263
0.504613,0.421833,0.753274
0.495317,0.422025,0.759313
0.485989,0.421923,0.765373
0.476635,0.421525,0.771450
0.467261,0.420830,0.777541
0.457872,0.419840,0.783637
0.448476,0.418552,0.789736
0.439077,0.416969,0.795832
0.429681,0.415090,0.801919
0.420293,0.412918,0.807993
0.410920,0.410454,0.814047
0.401566,0.407699,0.820077
0.392236,0.404657,0.826077
0.382935,0.401330,0.832043
0.373667,0.397720,0.837969
0.364438,0.393832,0.843849
0.355251,0.389670,0.849679
0.346110,0.385235,0.855454
0.337019,0.380534,0.861169
0.327981,0.375572,0.866818
0.319001,0.370351,0.872398
0.310079,0.364878,0.877904
0.301218,0.359159,0.883331
0.292423,0.353196,0.888674
0.283693,0.346997,0.893930
0.275031,0.340569,0.899094
0.266440,0.333914,0.904163
0.257919,0.327041,0.909132
0.249470,0.319956,0.913998
0.241094,0.312662,0.918758
0.232791,0.305169,0.923407
0.224561,0.297483,0.927942
0.216405,0.289607,0.932361
0.208322,0.281551,0.936660
0.200311,0.273320,0.940836
0.192373,0.264919,0.944886
0.184505,0.256357,0.948809
0.176707,0.247639,0.952601
0.168979,0.238772,0.956261
0.161318,0.229761,0.959785
0.153722,0.220615,0.963171
0.146190,0.211337,0.966419
0.138720,0.201936,0.969525
0.131310,0.192418,0.972488
0.123957,0.182788,0.975307
0.116660,0.173054,0.977979
0.109416,0.163220,0.980504
0.102221,0.153294,0.982879
0.095074,0.143281,0.985105
0.087972,0.133188,0.987179
0.080912,0.123020,0.989100
0.073890,0.112784,0.990868
0.066904,0.102486,0.992482
0.059951,0.092130,0.993941
0.053027,0.081725,0.995243
0.046130,0.071275,0.996389
0.039256,0.060785,0.997379
0.032401,0.050263,0.998210
0.025563,0.039714,0.998884
0.018737,0.029143,0.999400
0.011921,0.018557,0.999757
0.005112,0.007960,0.999955
-0.001695,-0.002640,0.999995
-0.008503,-0.013239,0.999876
-0.015314,-0.023830,0.999599
-0.022134,-0.034408,0.999163
-0.028964,-0.044967,0.998569
-0.035808,-0.055501,0.997816
-0.042671,-0.066005,0.996907
-0.049554,-0.076472,0.995840
-0.056461,-0.086897,0.994616
-0.063396,-0.097274,0.993236
-0.070362,-0.107597,0.991702
-0.077362,-0.117860,0.990012
-0.084398,-0.128058,0.988169
-0.091475,-0.138183,0.986173
-0.098594,-0.148231,0.984026
-0.105759,-0.158195,0.981728
-0.112972,-0.168069,0.979280
-0.120236,-0.177847,0.976685
-0.127554,-0.187522,0.973943
-0.134928,-0.197090,0.971056
-0.142359,-0.206543,0.968026
-0.149852,-0.215874,0.964854
-0.157406,-0.225079,0.961542
-0.165025,-0.234150,0.958092
-0.172710,-0.243081,0.954507
-0.180462,-0.251867,0.950787
-0.188283,-0.260500,0.946937
-0.196174,-0.268973,0.942958
-0.204135,-0.277281,0.938852
-0.212168,-0.285418,0.934623
-0.220274,-0.293377,0.930274
-0.228453,-0.301151,0.925806
-0.236703,-0.308735,0.921224
-0.245026,-0.316121,0.916531
-0.253422,-0.323304,0.911730
-0.261889,-0.330279,0.906824
-0.270427,-0.337037,0.901818
-0.279034,-0.343575,0.896714
-0.287709,-0.349886,0.891518
-0.296451,-0.355963,0.886232
-0.305257,-0.361802,0.880862
-0.314125,-0.367398,0.875411
-0.323054,-0.372744,0.869884
-0.332040,-0.377837,0.864285
-0.341079,-0.382671,0.858620
-0.350170,-0.387241,0.852892
-0.359308,-0.391544,0.847108
-0.368489,-0.395575,0.841270
-0.377710,-0.399331,0.835386
-0.386966,-0.402808,0.829459
-0.396253,-0.406003,0.823496
-0.405566,-0.408913,0.817500
-0.414900,-0.411536,0.811478
-0.424250,-0.413869,0.805434
-0.433611,-0.415912,0.799374
-0.442978,-0.417661,0.793303
-0.452345,-0.419117,0.787226
-0.461705,-0.420279,0.781149
-0.471055,-0.421146,0.775076
-0.480388,-0.421718,0.769013
-0.489697,-0.421998,0.762964
-0.498978,-0.421983,0.756935
-0.508224,-0.421676,0.750931
-0.517429,-0.421080,0.744956
-0.526587,-0.420195,0.739014
-0.535693,-0.419022,0.733112
-0.544741,-0.417568,0.727251
-0.553725,-0.415832,0.721438
-0.562639,-0.413817,0.715676
-0.571478,-0.411531,0.709969
-0.580236,-0.408972,0.704321
-0.588909,-0.406147,0.698735
-0.597490,-0.403061,0.693215
-0.605976,-0.399716,0.687765
-0.614360,-0.396116,0.682388
-0.622638,-0.392271,0.677086
-0.630807,-0.388181,0.671862
-0.638860,-0.383851,0.666721
-0.646795,-0.379289,0.661662
-0.654607,-0.374500,0.656688
-0.662292,-0.369485,0.651806
-0.669846,-0.364255,0.647012
-0.677267,-0.358815,0.642309
-0.684550,-0.353165,0.637704
-0.691692,-0.347317,0.633193
-0.698692,-0.341275,0.628778
-0.705543,-0.335040,0.624465
-0.712246,-0.328623,0.620251
-0.718798,-0.322030,0.616137
-0.725195,-0.315262,0.612129
-0.731436,-0.308327,0.608223
-0.737519,-0.301233,0.604421
-0.743441,-0.293982,0.600725
-0.749200,-0.286579,0.597136
-0.754796,-0.279033,0.593653
-0.760226,-0.271347,0.590277
-0.765488,-0.263525,0.587011
-0.770583,-0.255576,0.583852
-0.775508,-0.247503,0.580801
-0.780260,-0.239310,0.577862
-0.784841,-0.231004,0.575032
-0.789249,-0.222589,0.572311
-0.793483,-0.214070,0.569701
-0.797541,-0.205452,0.567202
-0.801424,-0.196741,0.564812
-0.805130,-0.187940,0.562533
-0.808659,-0.179054,0.560367
-0.812010,-0.170088,0.558310
-0.815183,-0.161048,0.556363
-0.818176,-0.151935,0.554530
-0.820990,-0.142756,0.552807
-0.823625,-0.133516,0.551195
-0.826079,-0.124217,0.549694
-0.828352,-0.114865,0.548305
-0.830445,-0.105464,0.547026
-0.832357,-0.096018,0.545859
-0.834087,-0.086532,0.544803
-0.835636,-0.077008,0.543859
-0.837003,-0.067453,0.543025
-0.838188,-0.057869,0.542303
-0.839191,-0.048261,0.541692
-0.840012,-0.038633,0.541191
-0.840650,-0.028989,0.540802
-0.841106,-0.019333,0.540525
-0.841380,-0.009668,0.540358
-0.841471,-0.000000,0.540302
-0.841380,0.009668,0.540358
-0.841106,0.019333,0.540524
-0.840650,0.028989,0.540802
-0.840012,0.038633,0.541191
-0.839191,0.048261,0.541690
-0.838188,0.057869,0.542302
-0.837003,0.067453,0.543024
-0.835637,0.077009,0.543857
-0.834088,0.086532,0.544802
-0.832358,0.096018,0.545858
-0.830446,0.105465,0.547025
-0.828354,0.114866,0.548303
-0.826080,0.124218,0.549692
-0.823626,0.133516,0.551193
-0.820992,0.142757,0.552804
-0.818178,0.151936,0.554528
-0.815183,0.161048,0.556363
-0.812011,0.170090,0.558307
-0.808661,0.179056,0.560363
-0.805131,0.187941,0.562532
-0.801425,0.196742,0.564810
-0.797543,0.205455,0.567198
