Method,BSpline1,BSpline2,BSpline3_NATURAL,BSpline3_COMPLETE,BSpline3_NOT_A_KNOT,BSpline3_SECOND
MaxError,6.7431e-002,1.2024e-001,2.1974e-002,2.1972e-002,2.1977e-002,2.1972e-002
