(0,0)
-1,1
-0.97,0.97
-0.94,0.94
-0.91,0.91
-0.88,0.88
-0.85,0.85
-0.82,0.82
-0.79,0.79
-0.76,0.76
-0.73,0.73
-0.7,0.7
-0.67,0.67
-0.64,0.64
-0.61,0.61
-0.58,0.58
-0.55,0.55
-0.52,0.52
-0.49,0.49
-0.46,0.46
-0.43,0.43
-0.4,0.4
-0.37,0.37
-0.34,0.34
-0.31,0.31
-0.28,0.28
-0.25,0.25
-0.22,0.22
-0.19,0.19
-0.16,0.16
-0.13,0.13
-0.1,0.1
-0.07,0.07
-0.04,0.04
-0.01,0.01
0.02,0
0.05,0
0.08,0
0.11,0
0.14,0
0.17,0
0.2,0
0.23,0
0.26,0
0.29,0
0.32,0
0.35,0
0.38,0
0.41,0
0.44,0
0.47,0
0.5,0
0.53,0
0.56,0
0.59,0
0.62,0
0.65,0
0.68,0
0.71,0
0.74,0
0.77,0
0.8,0
0.83,0
0.86,0
0.89,0
0.92,0
0.95,0
0.98,0
1.01,0
1.04,0
1.07,0
1.1,0
1.13,0
1.16,0
1.19,0
1.22,0
1.25,0
1.28,0
1.31,0
1.34,0
1.37,0
1.4,0
1.43,0
1.46,0
1.49,0
1.52,0
1.55,0
1.58,0
1.61,0
1.64,0
1.67,0
1.7,0
1.73,0
1.76,0
1.79,0
1.82,0
1.85,0
1.88,0
1.91,0
1.94,0
1.97,0
(1,0)
-1,2
-0.97,1.97
-0.94,1.94
-0.91,1.91
-0.88,1.88
-0.85,1.85
-0.82,1.82
-0.79,1.79
-0.76,1.76
-0.73,1.73
-0.7,1.7
-0.67,1.67
-0.64,1.64
-0.61,1.61
-0.58,1.58
-0.55,1.55
-0.52,1.52
-0.49,1.49
-0.46,1.46
-0.43,1.43
-0.4,1.4
-0.37,1.37
-0.34,1.34
-0.31,1.31
-0.28,1.28
-0.25,1.25
-0.22,1.22
-0.19,1.19
-0.16,1.16
-0.13,1.13
-0.1,1.1
-0.07,1.07
-0.04,1.04
-0.01,1.01
0.02,0.98
0.05,0.95
0.08,0.92
0.11,0.89
0.14,0.86
0.17,0.83
0.2,0.8
0.23,0.77
0.26,0.74
0.29,0.71
0.32,0.68
0.35,0.65
0.38,0.62
0.41,0.59
0.44,0.56
0.47,0.53
0.5,0.5
0.53,0.47
0.56,0.44
0.59,0.41
0.62,0.38
0.65,0.35
0.68,0.32
0.71,0.29
0.74,0.26
0.77,0.23
0.8,0.2
0.83,0.17
0.86,0.14
0.89,0.11
0.92,0.08
0.95,0.05
0.98,0.02
1.01,0
1.04,0
1.07,0
1.1,0
1.13,0
1.16,0
1.19,0
1.22,0
1.25,0
1.28,0
1.31,0
1.34,0
1.37,0
1.4,0
1.43,0
1.46,0
1.49,0
1.52,0
1.55,0
1.58,0
1.61,0
1.64,0
1.67,0
1.7,0
1.73,0
1.76,0
1.79,0
1.82,0
1.85,0
1.88,0
1.91,0
1.94,0
1.97,0
(1,1)
-1,1
-0.97,1
-0.94,1
-0.91,1
-0.88,1
-0.85,1
-0.82,1
-0.79,1
-0.76,1
-0.73,1
-0.7,1
-0.67,1
-0.64,1
-0.61,1
-0.58,1
-0.55,1
-0.52,1
-0.49,1
-0.46,1
-0.43,1
-0.4,1
-0.37,1
-0.34,1
-0.31,1
-0.28,1
-0.25,1
-0.22,1
-0.19,1
-0.16,1
-0.13,1
-0.1,1
-0.07,1
-0.04,1
-0.01,1
0.02,0.98
0.05,0.95
0.08,0.92
0.11,0.89
0.14,0.86
0.17,0.83
0.2,0.8
0.23,0.77
0.26,0.74
0.29,0.71
0.32,0.68
0.35,0.65
0.38,0.62
0.41,0.59
0.44,0.56
0.47,0.53
0.5,0.5
0.53,0.47
0.56,0.44
0.59,0.41
0.62,0.38
0.65,0.35
0.68,0.32
0.71,0.29
0.74,0.26
0.77,0.23
0.8,0.2
0.83,0.17
0.86,0.14
0.89,0.11
0.92,0.08
0.95,0.05
0.98,0.02
1.01,0
1.04,0
1.07,0
1.1,0
1.13,0
1.16,0
1.19,0
1.22,0
1.25,0
1.28,0
1.31,0
1.34,0
1.37,0
1.4,0
1.43,0
1.46,0
1.49,0
1.52,0
1.55,0
1.58,0
1.61,0
1.64,0
1.67,0
1.7,0
1.73,0
1.76,0
1.79,0
1.82,0
1.85,0
1.88,0
1.91,0
1.94,0
1.97,0
(2,0)
-1,3
-0.97,2.97
-0.94,2.94
-0.91,2.91
-0.88,2.88
-0.85,2.85
-0.82,2.82
-0.79,2.79
-0.76,2.76
-0.73,2.73
-0.7,2.7
-0.67,2.67
-0.64,2.64
-0.61,2.61
-0.58,2.58
-0.55,2.55
-0.52,2.52
-0.49,2.49
-0.46,2.46
-0.43,2.43
-0.4,2.4
-0.37,2.37
-0.34,2.34
-0.31,2.31
-0.28,2.28
-0.25,2.25
-0.22,2.22
-0.19,2.19
-0.16,2.16
-0.13,2.13
-0.1,2.1
-0.07,2.07
-0.04,2.04
-0.01,2.01
0.02,1.98
0.05,1.95
0.08,1.92
0.11,1.89
0.14,1.86
0.17,1.83
0.2,1.8
0.23,1.77
0.26,1.74
0.29,1.71
0.32,1.68
0.35,1.65
0.38,1.62
0.41,1.59
0.44,1.56
0.47,1.53
0.5,1.5
0.53,1.47
0.56,1.44
0.59,1.41
0.62,1.38
0.65,1.35
0.68,1.32
0.71,1.29
0.74,1.26
0.77,1.23
0.8,1.2
0.83,1.17
0.86,1.14
0.89,1.11
0.92,1.08
0.95,1.05
0.98,1.02
1.01,0.99
1.04,0.96
1.07,0.93
1.1,0.9
1.13,0.87
1.16,0.84
1.19,0.81
1.22,0.78
1.25,0.75
1.28,0.72
1.31,0.69
1.34,0.66
1.37,0.63
1.4,0.6
1.43,0.57
1.46,0.54
1.49,0.51
1.52,0.48
1.55,0.45
1.58,0.42
1.61,0.39
1.64,0.36
1.67,0.33
1.7,0.3
1.73,0.27
1.76,0.24
1.79,0.21
1.82,0.18
1.85,0.15
1.88,0.12
1.91,0.09
1.94,0.06
1.97,0.03
(2,1)
-1,1
-0.97,1
-0.94,1
-0.91,1
-0.88,1
-0.85,1
-0.82,1
-0.79,1
-0.76,1
-0.73,1
-0.7,1
-0.67,1
-0.64,1
-0.61,1
-0.58,1
-0.55,1
-0.52,1
-0.49,1
-0.46,1
-0.43,1
-0.4,1
-0.37,1
-0.34,1
-0.31,1
-0.28,1
-0.25,1
-0.22,1
-0.19,1
-0.16,1
-0.13,1
-0.1,1
-0.07,1
-0.04,1
-0.01,1
0.02,1
0.05,1
0.08,1
0.11,1
0.14,1
0.17,1
0.2,1
0.23,1
0.26,1
0.29,1
0.32,1
0.35,1
0.38,1
0.41,1
0.44,1
0.47,1
0.5,1
0.53,1
0.56,1
0.59,1
0.62,1
0.65,1
0.68,1
0.71,1
0.74,1
0.77,1
0.8,1
0.83,1
0.86,1
0.89,1
0.92,1
0.95,1
0.98,1
1.01,0.99
1.04,0.96
1.07,0.93
1.1,0.9
1.13,0.87
1.16,0.84
1.19,0.81
1.22,0.78
1.25,0.75
1.28,0.72
1.31,0.69
1.34,0.66
1.37,0.63
1.4,0.6
1.43,0.57
1.46,0.54
1.49,0.51
1.52,0.48
1.55,0.45
1.58,0.42
1.61,0.39
1.64,0.36
1.67,0.33
1.7,0.3
1.73,0.27
1.76,0.24
1.79,0.21
1.82,0.18
1.85,0.15
1.88,0.12
1.91,0.09
1.94,0.06
1.97,0.03
(2,2)
-1,0
-0.97,-1.11022e-016
-0.94,0
-0.91,1.11022e-016
-0.88,0
-0.85,-1.11022e-016
-0.82,0
-0.79,1.11022e-016
-0.76,0
-0.73,-1.11022e-016
-0.7,0
-0.67,1.11022e-016
-0.64,0
-0.61,-1.11022e-016
-0.58,0
-0.55,1.11022e-016
-0.52,0
-0.49,-1.11022e-016
-0.46,0
-0.43,1.11022e-016
-0.4,0
-0.37,-1.11022e-016
-0.34,0
-0.31,1.11022e-016
-0.28,0
-0.25,1.11022e-016
-0.22,0
-0.19,1.66533e-016
-0.16,5.55112e-017
-0.13,0
-0.1,-1.11022e-016
-0.07,0
-0.04,-1.11022e-016
-0.01,0
0.02,0.01
0.05,0.025
0.08,0.04
0.11,0.055
0.14,0.07
0.17,0.085
0.2,0.1
0.23,0.115
0.26,0.13
0.29,0.145
0.32,0.16
0.35,0.175
0.38,0.19
0.41,0.205
0.44,0.22
0.47,0.235
0.5,0.25
0.53,0.265
0.56,0.28
0.59,0.295
0.62,0.31
0.65,0.325
0.68,0.34
0.71,0.355
0.74,0.37
0.77,0.385
0.8,0.4
0.83,0.415
0.86,0.43
0.89,0.445
