x,BSpline1,f_exact(x)
0.87500000,0.05769231,0.04965089
0.87750000,0.05730769,0.04938234
0.88000000,0.05692308,0.04911591
0.88250000,0.05653846,0.04885161
0.88500000,0.05615385,0.04858939
0.88750000,0.05576923,0.04832924
0.89000000,0.05538462,0.04807115
0.89250000,0.05500000,0.04781508
0.89500000,0.05461538,0.04756101
0.89750000,0.05423077,0.04730893
0.90000000,0.05384615,0.04705882
0.90250000,0.05346154,0.04681066
0.90500000,0.05307692,0.04656442
0.90750000,0.05269231,0.04632009
0.91000000,0.05230769,0.04607764
0.91250000,0.05192308,0.04583706
0.91500000,0.05153846,0.04559834
0.91750000,0.05115385,0.04536144
0.92000000,0.05076923,0.04512635
0.92250000,0.05038462,0.04489306
0.92500000,0.05000000,0.04466155
0.92750000,0.04961538,0.04443179
0.93000000,0.04923077,0.04420378
0.93250000,0.04884615,0.04397749
0.93500000,0.04846154,0.04375291
0.93750000,0.04807692,0.04353001
0.94000000,0.04769231,0.04330879
0.94250000,0.04730769,0.04308923
0.94500000,0.04692308,0.04287131
0.94750000,0.04653846,0.04265501
0.95000000,0.04615385,0.04244032
0.95250000,0.04576923,0.04222722
0.95500000,0.04538462,0.04201570
0.95750000,0.04500000,0.04180575
0.96000000,0.04461538,0.04159734
0.96250000,0.04423077,0.04139046
0.96500000,0.04384615,0.04118510
0.96750000,0.04346154,0.04098124
0.97000000,0.04307692,0.04077888
0.97250000,0.04269231,0.04057798
0.97500000,0.04230769,0.04037855
0.97750000,0.04192308,0.04018056
0.98000000,0.04153846,0.03998401
0.98250000,0.04115385,0.03978887
0.98500000,0.04076923,0.03959514
0.98750000,0.04038462,0.03940280
0.99000000,0.04000000,0.03921184
0.99250000,0.03961538,0.03902225
0.99500000,0.03923077,0.03883401
0.99750000,0.03884615,0.03864711
1.00000000,0.03846154,0.03846154
