x,BSpline3_NATURAL,BSpline3_COMPLETE,BSpline3_NOT_A_KNOT,BSpline3_SECOND,f_exact(x)
-0.54500000,0.11868533,0.11868533,0.11868533,0.11868533,0.11868556
-0.54250000,0.11965035,0.11965035,0.11965035,0.11965035,0.11965077
-0.54000000,0.12062665,0.12062665,0.12062665,0.12062665,0.12062726
-0.53750000,0.12161439,0.12161439,0.12161439,0.12161439,0.12161520
-0.53500000,0.12261377,0.12261377,0.12261377,0.12261377,0.12261476
-0.53250000,0.12362497,0.12362497,0.12362497,0.12362497,0.12362611
-0.53000000,0.12464818,0.12464818,0.12464818,0.12464818,0.12464942
-0.52750000,0.12568358,0.12568358,0.12568358,0.12568358,0.12568488
-0.52500000,0.12673137,0.12673137,0.12673137,0.12673137,0.12673267
-0.52250000,0.12779172,0.12779172,0.12779172,0.12779172,0.12779298
-0.52000000,0.12886482,0.12886482,0.12886482,0.12886482,0.12886598
-0.51750000,0.12995086,0.12995086,0.12995086,0.12995086,0.12995188
-0.51500000,0.13105003,0.13105003,0.13105003,0.13105003,0.13105086
-0.51250000,0.13216250,0.13216250,0.13216250,0.13216250,0.13216314
-0.51000000,0.13328847,0.13328847,0.13328847,0.13328847,0.13328890
-0.50750000,0.13442812,0.13442812,0.13442812,0.13442812,0.13442836
-0.50500000,0.13558165,0.13558165,0.13558165,0.13558165,0.13558173
-0.50250000,0.13674922,0.13674922,0.13674922,0.13674922,0.13674921
-0.50000000,0.13793103,0.13793103,0.13793103,0.13793103,0.13793103
-0.49750000,0.13912729,0.13912729,0.13912729,0.13912729,0.13912741
-0.49500000,0.14033823,0.14033823,0.14033823,0.14033823,0.14033857
-0.49250000,0.14156413,0.14156413,0.14156413,0.14156413,0.14156473
-0.49000000,0.14280525,0.14280525,0.14280525,0.14280525,0.14280614
-0.48750000,0.14406184,0.14406184,0.14406184,0.14406184,0.14406303
-0.48500000,0.14533419,0.14533419,0.14533419,0.14533419,0.14533563
-0.48250000,0.14662255,0.14662255,0.14662255,0.14662255,0.14662421
-0.48000000,0.14792718,0.14792718,0.14792718,0.14792718,0.14792899
-0.47750000,0.14924835,0.14924835,0.14924835,0.14924835,0.14925025
-0.47500000,0.15058633,0.15058633,0.15058633,0.15058633,0.15058824
-0.47250000,0.15194138,0.15194137,0.15194137,0.15194137,0.15194321
-0.47000000,0.15331375,0.15331375,0.15331375,0.15331375,0.15331545
-0.46750000,0.15470373,0.15470373,0.15470373,0.15470373,0.15470521
-0.46500000,0.15611156,0.15611156,0.15611156,0.15611156,0.15611279
-0.46250000,0.15753752,0.15753752,0.15753752,0.15753752,0.15753846
-0.46000000,0.15898187,0.15898187,0.15898187,0.15898187,0.15898251
-0.45750000,0.16044488,0.16044488,0.16044488,0.16044488,0.16044524
-0.45500000,0.16192680,0.16192680,0.16192680,0.16192680,0.16192693
-0.45250000,0.16342790,0.16342790,0.16342790,0.16342790,0.16342790
-0.45000000,0.16494845,0.16494845,0.16494845,0.16494845,0.16494845
-0.44750000,0.16648873,0.16648873,0.16648873,0.16648873,0.16648891
-0.44500000,0.16804910,0.16804910,0.16804910,0.16804910,0.16804957
-0.44250000,0.16962993,0.16962993,0.16962993,0.16962993,0.16963079
-0.44000000,0.17123161,0.17123161,0.17123161,0.17123161,0.17123288
-0.43750000,0.17285449,0.17285449,0.17285449,0.17285449,0.17285618
-0.43500000,0.17449898,0.17449898,0.17449898,0.17449898,0.17450104
-0.43250000,0.17616543,0.17616543,0.17616543,0.17616543,0.17616780
-0.43000000,0.17785423,0.17785423,0.17785423,0.17785423,0.17785683
-0.42750000,0.17956576,0.17956576,0.17956576,0.17956576,0.17956847
-0.42500000,0.18130038,0.18130038,0.18130038,0.18130038,0.18130312
-0.42250000,0.18305848,0.18305848,0.18305848,0.18305848,0.18306113
-0.42000000,0.18484044,0.18484044,0.18484044,0.18484044,0.18484288
-0.41750000,0.18664662,0.18664662,0.18664662,0.18664662,0.18664878
-0.41500000,0.18847742,0.18847742,0.18847742,0.18847742,0.18847921
-0.41250000,0.19033319,0.19033319,0.19033319,0.19033319,0.19033457
-0.41000000,0.19221433,0.19221433,0.19221433,0.19221433,0.19221528
-0.40750000,0.19412120,0.19412120,0.19412120,0.19412120,0.19412175
-0.40500000,0.19605418,0.19605418,0.19605418,0.19605418,0.19605441
-0.40250000,0.19801366,0.19801366,0.19801366,0.19801366,0.19801368
-0.40000000,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000
-0.39750000,0.20201361,0.20201361,0.20201361,0.20201361,0.20201383
-0.39500000,0.20405499,0.20405499,0.20405499,0.20405499,0.20405561
-0.39250000,0.20612468,0.20612468,0.20612468,0.20612468,0.20612580
-0.39000000,0.20822320,0.20822320,0.20822320,0.20822320,0.20822488
-0.38750000,0.21035109,0.21035109,0.21035109,0.21035109,0.21035333
-0.38500000,0.21250887,0.21250887,0.21250887,0.21250887,0.21251162
-0.38250000,0.21469708,0.21469708,0.21469708,0.21469708,0.21470026
-0.38000000,0.21691624,0.21691624,0.21691624,0.21691624,0.21691974
-0.37750000,0.21916689,0.21916689,0.21916689,0.21916689,0.21917058
-0.37500000,0.22144956,0.22144956,0.22144956,0.22144956,0.22145329
-0.37250000,0.22376477,0.22376477,0.22376477,0.22376477,0.22376840
-0.37000000,0.22611306,0.22611306,0.22611306,0.22611306,0.22611645
-0.36750000,0.22849496,0.22849496,0.22849496,0.22849496,0.22849798
-0.36500000,0.23091100,0.23091100,0.23091100,0.23091100,0.23091355
-0.36250000,0.23336171,0.23336171,0.23336171,0.23336171,0.23336372
-0.36000000,0.23584762,0.23584762,0.23584762,0.23584762,0.23584906
-0.35750000,0.23836925,0.23836925,0.23836925,0.23836925,0.23837014
-0.35500000,0.24092715,0.24092715,0.24092715,0.24092715,0.24092757
-0.35250000,0.24352184,0.24352184,0.24352184,0.24352184,0.24352194
-0.35000000,0.24615385,0.24615385,0.24615385,0.24615385,0.24615385
-0.34750000,0.24882374,0.24882374,0.24882374,0.24882374,0.24882392
-0.34500000,0.25153219,0.25153219,0.25153219,0.25153219,0.25153278
-0.34250000,0.25427993,0.25427993,0.25427993,0.25427993,0.25428106
-0.34000000,0.25706765,0.25706765,0.25706765,0.25706765,0.25706941
-0.33750000,0.25989608,0.25989608,0.25989608,0.25989608,0.25989848
-0.33500000,0.26276593,0.26276593,0.26276593,0.26276593,0.26276893
-0.33250000,0.26567791,0.26567791,0.26567791,0.26567791,0.26568143
-0.33000000,0.26863274,0.26863274,0.26863274,0.26863274,0.26863667
-0.32750000,0.27163113,0.27163113,0.27163113,0.27163113,0.27163533
-0.32500000,0.27467378,0.27467378,0.27467378,0.27467378,0.27467811
-0.32250000,0.27776143,0.27776143,0.27776143,0.27776143,0.27776572
-0.32000000,0.28089477,0.28089477,0.28089477,0.28089477,0.28089888
-0.31750000,0.28407453,0.28407453,0.28407453,0.28407453,0.28407830
-0.31500000,0.28730141,0.28730141,0.28730141,0.28730141,0.28730472
-0.31250000,0.29057613,0.29057613,0.29057613,0.29057613,0.29057889
-0.31000000,0.29389941,0.29389941,0.29389941,0.29389941,0.29390154
-0.30750000,0.29727195,0.29727195,0.29727195,0.29727195,0.29727345
-0.30500000,0.30069447,0.30069447,0.30069447,0.30069447,0.30069536
-0.30250000,0.30416769,0.30416769,0.30416769,0.30416769,0.30416805
-0.30000000,0.30769231,0.30769231,0.30769231,0.30769231,0.30769231
-0.29750000,0.31126907,0.31126907,0.31126907,0.31126907,0.31126891
-0.29500000,0.31489879,0.31489879,0.31489879,0.31489879,0.31489864
-0.29250000,0.31858230,0.31858230,0.31858230,0.31858230,0.31858231
-0.29000000,0.32232045,0.32232045,0.32232045,0.32232045,0.32232071
